0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,y
-22.427408,3.7922025,-30.954752,18.09253,0.9887706,-1.7673632,9.357485,-3.9355392,0.6017051,-2.244287,2.7831647,-7.236548,5.0166855,6.271566,-8.626954,13.031978,13.28347,2.0563939,-0.53562766,-11.715022,-9.74807,-24.442343,-3.4588652,26.868366,8.230045,-0.16901593,14.288252,-12.423359,3.156407,-17.413641,-9.310376,20.208286,-7.116995,14.202186,-5.411944,16.764482,-5.172784,-1.9797419,-3.4440222,-7.0714602,-4.947543,0.25809452,-13.567271,14.107887,2.8103538,-8.020924,6.8361764,-6.6899962,15.382523,5.1574764,12.1876
-16.210693,32.38235,4.2496934,6.8910213,-7.2487903,-7.1121006,-1.2016674,26.8,-10.169473,-9.921316,-6.6794024,-7.709307,11.41361,-11.213127,12.532141,4.1653056,-12.0321245,-1.169844,2.3910196,-4.038652,-0.06941892,18.76773,8.038414,1.9255447,-22.240652,-13.046465,-9.22438,-16.38902,1.5469265,6.0144258,-7.3844137,2.229242,-5.550348,14.465619,-4.135166,-6.452867,-23.17778,16.252342,-18.544846,-19.539373,-2.330756,-5.555478,-3.2499032,-4.4240437,-10.710901,2.53542,-4.544315,27.245157,5.759681,14.755286,-32.9898
-5.1493864,10.903919,17.330793,10.754419,-18.22324,5.7441077,5.3594494,13.299641,-0.49124148,20.256245,-15.683481,6.088862,-20.173252,14.276044,-18.898426,-6.836077,9.400469,-11.802729,-7.118831,1.7383308,-7.520581,-13.656326,-15.545664,-10.656095,15.816763,13.275051,14.057461,5.15257,-4.228844,-29.653614,18.167814,3.7178426,8.875272,10.12251,19.736483,15.268622,1.4214418,-9.663459,-3.8059816,-24.242544,9.067011,17.333977,-2.5184026,-20.314291,2.9891932,0.3912194,14.405363,12.403326,-0.6900593,6.983819,22.7695
5.172828,-13.558427,-5.669929,-12.638016,-37.301407,19.995453,2.0756266,38.69824,16.44957,12.013004,10.981843,-2.4886537,-17.557705,2.9830914,-11.689602,-2.7814162,-10.208878,-20.145287,3.8153477,3.4402437,-14.37655,11.792029,-15.086303,1.4558934,0.80651647,3.6898777,27.825636,-4.593059,20.25617,-7.423566,0.25214627,1.9001344,-23.737986,-8.510151,1.2800714,2.8644753,8.57561,-19.312963,15.285234,13.494105,4.3760033,-21.888998,-4.5568395,-21.489645,25.621965,-13.366951,10.143689,-4.6940937,-1.4909029,1.3718811,-57.9682
-30.428587,-23.676966,-23.2957,-3.9274786,16.304783,2.2421162,1.9468224,22.049288,-8.392156,13.758987,-17.91383,-6.2908044,7.541549,15.9846525,17.629602,-17.535934,-8.2607155,-5.990896,-2.4367223,17.158892,7.3455,2.8398614,18.35647,-0.75606465,-5.140128,-5.2776647,-13.208778,10.359337,9.253062,5.2897077,-16.941055,11.15687,-1.8767667,-2.7024288,-11.538942,19.77013,10.504697,-13.333317,9.993799,4.283422,-6.73718,15.146334,6.6840725,-5.214219,5.1496544,-5.4558387,-3.6947296,-21.196388,-3.956225,12.008085,-25.9125
7.53107,-3.88841,13.988525,-12.825763,-14.468623,-30.35324,0.27831882,-21.04292,-23.392082,11.376419,-8.354046,12.12424,16.32815,-4.8184395,4.083484,5.469444,-18.980673,-14.413767,-8.926532,14.893217,-4.455736,14.746988,-1.1832645,-8.577076,-7.6340003,9.565581,-5.8216867,-10.63631,4.885078,-11.016587,-5.756855,18.693462,9.7389965,-9.573253,3.6843574,-10.9091215,-5.604409,-20.36192,9.200917,-7.854551,-5.7008257,8.021739,-6.8511286,-19.366335,0.98354256,-0.5323924,-9.476647,-6.198559,-6.9907894,-1.7698168,13.0178
-14.717055,2.7405705,6.1168456,3.2060606,-16.850363,-14.800251,4.3010178,4.311143,-8.63583,13.809196,9.217481,-16.06511,16.756067,-22.93421,0.4413639,3.4320774,-25.514051,0.009689813,-10.280315,17.005411,7.0026245,5.2039847,4.2879457,20.358889,-7.3812675,0.4349279,10.41454,16.610651,1.539377,9.04975,4.538006,-7.845188,22.225994,0.8851749,7.096249,-14.53271,7.315543,17.015802,-0.39180368,12.498819,0.1820749,-9.943141,-17.321287,7.8755226,-0.29096675,5.949138,-6.1105714,0.14029604,2.0530603,-16.036402,-11.0614
-5.6135364,-5.156643,-10.592311,-26.904613,20.323849,7.0921707,-13.161186,-0.6472508,-11.482103,3.375149,10.834695,17.359598,7.273872,-10.363921,18.10966,-6.492091,17.52588,5.4291873,-5.678025,-28.265814,-22.921127,13.253157,-10.73905,-22.427498,-3.0409584,-4.8466797,15.863886,4.6396966,-10.882369,8.528405,-18.156595,-4.4995103,6.7880416,-12.645094,1.020388,16.343702,-6.025044,5.5886087,-8.459051,-5.2001095,21.952581,-8.958812,-2.982342,5.7528205,-2.5128155,6.618481,3.8963275,-1.0446979,2.427216,4.9973288,-7.73321
0.5466068,-6.4150176,-3.0648334,8.955433,-19.314533,3.3408892,-3.324473,25.257744,7.92002,-9.67721,-1.1166222,13.252166,-8.910058,12.028369,22.079084,-9.049349,15.242026,22.832481,-12.292659,-8.629614,-14.974639,22.415035,-0.09851593,-13.524538,7.1185703,8.110563,-11.223707,12.977862,7.927812,-5.6804285,17.017496,7.5412016,-9.385943,13.033674,20.787596,-3.5458736,14.353959,16.737171,-11.522532,3.1507945,-1.3098992,5.32328,-17.157673,-9.213519,-9.683486,0.91939133,-1.6690098,5.69477,3.4496903,-23.066963,-59.1113
26.05204,7.252548,17.28411,-1.2448959,-6.2290626,-31.917261,-6.4252577,-12.318135,10.111858,15.934914,8.143856,-1.7694459,12.533187,7.8666463,-2.2889764,10.520121,-5.455433,17.586926,6.9146595,-3.5242615,13.412434,12.965222,4.9298983,-0.80897087,3.3935769,2.9875724,12.2027645,11.774559,-10.244683,1.0181072,-4.341211,-21.377377,-20.135338,-4.0725217,-4.7444234,-1.9819769,1.7121066,-8.006415,-0.4122329,-10.978613,-7.5989604,-2.9694254,-0.8197727,-1.33322,-2.9246423,6.935728,20.805819,-3.1345763,0.9440011,-14.531109,-26.7271
-0.29860687,-25.526705,4.5169992,25.57458,9.424319,-20.575329,21.655424,-20.980253,1.002703,16.995632,-13.343676,8.272149,1.3525636,-8.209703,-10.010838,6.29063,11.016446,-4.360881,-5.390384,-6.9673758,-7.4125533,-11.308647,-9.699488,-8.701965,-16.591072,8.674694,-15.562027,22.51298,-2.476378,2.4550734,-8.182875,7.7202053,-14.160775,0.2952731,-4.532052,-13.248907,5.34215,16.490065,-5.327824,2.1674302,10.089964,9.624132,9.949984,4.222056,-9.003267,0.11517176,1.747341,6.9969187,-6.6494,27.028448,8.09692
-17.18142,-6.067921,-22.646261,13.873766,-3.2689097,19.039991,5.6960635,-21.285475,35.569576,-12.289792,27.01016,28.564014,5.183658,6.927093,-4.591721,-5.373699,16.308998,9.727481,-19.252722,9.613134,16.494682,-7.4457493,12.417543,0.14024791,21.912058,15.198705,-0.27253702,2.6596649,3.938904,2.0320606,-7.6414285,20.626286,-9.98141,-1.8724296,3.297797,0.9078723,-2.9576578,-23.428057,21.361387,-12.474824,-2.0099862,-7.8229804,0.9339855,-15.1103525,-15.142782,-0.41861922,11.595558,9.294727,-13.9057665,8.356562,-34.8914
-33.903175,-9.530883,9.205489,-10.006883,-12.994171,23.611134,-6.127211,-21.957747,-4.3617954,-6.596186,-7.684864,-26.879364,2.4220598,-7.357658,7.9848695,19.672905,-8.773156,-11.096149,9.764699,-5.9179587,23.131142,-11.562998,-15.618933,-3.312842,-15.815825,10.491258,6.303596,-15.625756,-13.983737,3.9027758,-1.5176231,-5.7037168,-7.4003105,5.1555343,-1.0088348,-8.014196,-3.0397727,-2.2964303,0.020588955,-0.706376,-3.8882036,7.510891,8.603237,7.3574567,4.6854267,22.742126,-7.5298758,-3.592827,-5.763902,-12.311966,70.18
-12.275161,4.0677924,-21.192682,16.543997,9.375901,-10.709948,8.38992,3.586605,1.7433567,22.249033,28.471214,14.310095,-6.030202,7.648766,-18.40524,-5.8652706,-0.8966357,2.2506473,-7.8037033,-12.006962,13.522551,16.624155,16.61071,-5.345404,-2.776042,-3.3449183,-5.460729,-5.36825,-0.74844545,26.383137,-21.118437,-14.008812,12.11472,9.560832,6.773168,10.822832,-5.255444,-19.561878,-4.419554,9.735775,7.6766324,-4.7319613,-4.5701203,-4.365558,-25.481606,7.421351,-11.467053,12.426268,7.8338213,3.0334373,-15.9247
-19.441648,5.7157006,16.436152,-5.9358225,6.112798,30.117039,-11.81126,24.431175,32.12304,7.8747272,10.9979515,-15.328335,1.317841,-4.424305,-7.276616,2.5460508,-12.359192,24.436932,13.336667,-3.7447457,2.3527284,-8.804303,3.5348182,-10.976385,-19.019018,12.75141,0.88267916,0.54560316,-3.3797367,15.440396,-3.6056519,9.891602,4.981328,11.938194,17.261393,-12.943607,1.8444017,-19.51965,2.8896925,9.297753,19.74772,-1.9951559,3.1112523,-15.424919,-14.789406,-2.0494244,2.9150605,2.7539535,-7.2112846,11.164325,-45.8392
-13.884083,42.755566,9.190958,2.8676662,-12.316263,-16.535965,-14.063557,18.535015,-37.380634,-28.824984,-15.040683,1.7969284,1.8745291,-6.633352,17.091331,13.116618,-0.15943627,0.15313517,-14.156112,8.855979,18.057304,-5.1554666,-11.5626,0.038493138,15.363658,-1.7458419,4.1527863,-9.415006,-4.2249765,26.446648,-1.1054264,6.532744,-22.93398,-2.921094,1.1858084,9.182166,-9.418023,10.381004,2.0546525,-6.8396816,-0.20294675,3.024359,-2.657897,-0.95088714,-3.3194518,0.15395492,-23.005455,-3.6368906,3.7822764,-2.421111,27.7096
-12.685306,5.736086,-9.220346,33.526176,18.0106,-7.971393,13.468098,8.673317,-19.601765,31.573841,-10.816498,11.231602,-10.482313,0.9318345,-17.13743,-20.889254,4.268404,17.623077,14.48314,-6.3428445,7.3408103,21.241545,-23.321602,6.3698378,16.166588,-14.810561,11.808634,-23.172316,-3.7645311,-10.814061,-14.515956,-7.5568156,12.043349,-5.401247,-9.211997,-14.927558,12.137959,14.361644,-0.29375973,7.1584272,-0.9871048,5.023563,-11.11358,1.5485201,-22.68056,-5.915374,-0.13786215,15.054805,20.36936,-5.028181,-8.36715
7.434793,22.474533,-24.903925,12.755568,13.487376,14.805483,8.75516,-24.996847,8.897038,1.7255176,-2.0769672,16.169909,-12.655791,-4.2320023,-3.6705787,16.24851,-2.6892495,-18.291422,-15.967102,14.122628,17.062483,8.907546,-20.717241,-10.308845,0.032350287,16.086912,17.108023,1.7771505,-5.587854,7.979038,-14.704433,-12.653879,5.280603,-9.254187,14.987554,-27.338581,3.3036592,4.802151,-10.080831,5.6876025,-0.6240852,-7.722583,-3.5599325,-8.364525,-11.476898,10.738269,-16.398424,-4.6728253,27.387768,5.472252,-37.319
-19.292845,-1.0090894,-4.4817896,-6.882676,5.452486,-19.65385,4.394543,-7.456848,3.3441036,0.67438453,11.575928,-26.876057,-7.28089,-19.856932,-0.7204755,5.1363363,18.590506,-11.766103,-26.79515,-11.845334,4.5443587,7.788488,13.002237,9.802163,-12.262744,-7.1641107,11.182614,-2.7433078,-11.538556,-20.468054,6.8008685,-0.3146849,5.7984395,-8.292378,-0.898831,17.040232,11.010861,5.837304,5.212162,1.3419558,3.879058,-18.518494,10.385269,9.616145,-3.2417543,-5.035259,-10.652909,-8.005652,0.4567553,4.6193166,-62.2465
-9.015069,-10.418904,-13.87908,-7.710388,-0.2755351,-1.0403491,-36.11072,-7.340601,2.296822,-10.685183,15.119101,-4.630144,23.41622,37.937782,4.431605,-3.3402956,-6.4802475,1.017201,11.742346,16.147635,13.486574,13.416215,5.7808867,-27.357908,-3.522662,14.420081,15.728786,4.726639,-6.990239,-14.151927,4.9816804,14.290754,13.255289,2.5912464,-4.552621,-0.36743864,-2.4095812,24.0832,5.5258727,7.9705753,-11.260562,15.372875,1.8626988,-0.76008934,3.895791,10.79335,-4.1602407,-2.5943866,7.5209303,7.5954986,-14.8068
4.9408865,-2.726957,14.850855,29.10299,10.2216625,3.4010072,-14.705458,-10.375612,7.1101375,2.2009308,7.0622606,-17.001892,24.402708,-9.713362,4.0956206,2.9685931,7.0963593,15.269117,-10.223796,-2.432574,8.258798,15.310065,3.268381,10.135038,-1.771984,-24.951172,13.670905,-3.9640973,-9.228441,15.373161,-4.377441,-9.917447,16.899187,1.0576742,-5.941605,-7.052735,-13.93049,-3.9324605,10.540109,-8.874665,-14.987146,4.806191,-3.6532722,2.2188253,-1.7860936,-9.348087,-21.728733,-17.255793,9.434425,1.0762312,-45.0283
-10.332934,12.286706,10.248675,-24.290375,-5.772345,2.7767844,17.115387,5.788084,-20.785894,10.201108,-23.843588,-15.460411,-8.657687,0.9328646,-12.975447,1.3571388,1.9399347,1.1248231,-6.355239,2.7952604,3.24614,-11.374419,3.6539617,0.060572326,34.196083,6.6530333,15.468189,-10.5670185,1.1546072,3.4259703,-8.8955765,12.41045,10.0668125,16.200764,-1.6888297,10.532874,-14.816636,-1.2378396,-3.556651,-13.266454,-0.18338221,-5.082268,-1.3158613,-2.6601188,-16.649075,-0.75134856,-8.594787,-1.6252713,15.443711,-4.3824406,-1.61422
-12.627006,1.3237387,5.258893,-3.6651664,8.764814,15.294696,2.8398113,-9.671455,-21.129622,23.738869,-2.1926353,-5.797212,11.651733,2.6419032,-10.582295,-3.0917957,2.9869964,17.09594,-8.037515,-3.1640563,11.176388,10.971625,-16.212116,2.0676563,11.062282,0.37406218,10.694247,19.22278,20.971575,10.821323,-18.928677,-5.329128,6.2581153,0.70176905,-7.682107,-0.73024553,5.5879307,1.9863316,-5.0471845,-7.697027,-5.496981,3.4783978,-6.4574695,-7.4623184,-6.911367,-10.250268,13.397708,-20.257088,-11.203937,9.708832,44.1424
22.929556,18.736605,-10.680629,-2.6990466,16.145643,6.7353716,-0.37569603,-2.500397,4.1102357,-4.1463733,40.32933,-5.4055953,24.995165,-15.38041,-6.6655025,24.548956,1.1493263,-4.4952903,5.541826,-0.5957414,-10.364789,-1.0527841,-10.92483,11.126062,21.51073,19.435461,7.0250235,-9.425192,7.69008,-0.41577455,-13.496062,-5.462893,2.040772,8.821895,18.546894,5.40244,-0.39051083,-1.95993,-11.512252,9.813851,3.701073,-1.456676,10.563981,-10.382964,1.2940221,20.055655,-16.564861,-10.476062,-7.2840614,12.929299,10.0164
-3.992062,1.9206463,-3.5892127,-14.027156,11.0212965,-4.024814,38.1975,-5.4003143,-6.1618114,2.8120809,-3.461606,-14.149734,11.1466875,-19.551563,-11.66698,-23.70501,-6.381383,-4.966588,-0.12853992,5.1836686,-1.2594491,10.479911,6.5324883,11.763226,-2.4668777,-15.131961,20.136667,4.522413,-36.354294,0.3497647,1.4611226,12.028167,-4.346329,-2.9229329,-7.966729,-5.213657,7.2121954,-6.9279118,-2.453907,-8.745193,-16.009275,-5.4784546,-15.673715,0.11381022,-6.6910744,-1.672144,2.2181113,13.433963,-20.505009,16.10971,12.6827
9.632297,30.89774,-8.019155,1.5244987,5.210873,20.137016,-23.57285,3.651546,30.273418,10.5130625,2.2623951,15.823833,-23.180668,0.046854693,-4.382098,5.1841664,8.370126,-5.6188617,18.422874,23.315062,16.338907,12.353578,29.717403,-0.53509814,10.688359,-6.9715734,-5.0612183,3.6602232,0.49919116,6.6660223,-17.536127,6.5774565,16.82144,21.02148,-3.5072184,-0.3113902,6.79188,10.702696,-6.9299855,-13.624125,6.9697104,-5.061017,1.2288915,3.7423813,-25.43082,-1.0840535,-5.939121,-11.053942,7.76088,-19.965443,18.308
37.675243,5.121678,10.686861,-13.036312,14.1179085,9.708635,27.894775,12.5903225,3.6438534,-25.227047,-25.561249,1.4003394,-7.2676163,11.820057,0.22477941,13.818281,0.97783136,-15.632274,-19.609474,30.575325,-2.8609972,-3.725655,-1.186574,-3.4254427,-5.640102,-25.314344,-5.640908,-2.7729456,0.26570123,3.3229055,10.954631,12.064305,-9.28623,6.007602,8.261878,-3.0899346,10.45116,7.4566817,-9.951182,-17.825989,-3.7799826,-5.251511,1.0124801,-0.08078794,2.4398954,2.95804,15.829866,13.919737,-6.604116,3.4313993,16.662
4.1951356,-6.9499154,-11.150204,-9.234582,-27.44896,-10.99302,-25.973118,-11.459003,-16.831255,3.5593622,-14.555497,19.76342,-0.29690012,8.763425,12.0088415,-10.965948,-2.3187256,16.456717,-3.2846177,22.497301,-2.3870132,0.52385885,-6.863028,-2.234861,9.26197,-10.88094,-6.4154286,9.190795,-10.626919,-22.159266,-26.220118,-11.270686,-5.794352,3.3095586,1.9094949,2.0848427,1.7629111,-10.520785,7.2051253,12.680873,-16.30718,3.6494021,21.58701,4.6225357,-7.6541734,-4.497083,3.1083534,-3.8031402,-0.9390608,1.2871708,1.03697
8.493106,-7.572756,0.38512614,-0.83486134,-24.834318,1.552371,-15.348899,-6.9814057,2.7968853,-31.988853,6.703846,-11.590986,10.642217,8.537812,-0.6889768,15.946742,15.724718,-3.0373437,-2.9587045,-3.120833,-20.21424,-4.0419745,15.996746,-8.383147,16.622133,13.850309,-4.750537,-8.088434,-11.078297,18.021063,2.7046962,-10.224915,13.718433,0.52856195,-24.269463,-3.2133415,0.471657,12.56359,-16.11534,6.856392,-20.648264,10.933187,4.8717384,-6.018205,5.3052626,-15.72,25.425913,19.204294,17.777933,-17.97557,2.68324
6.8000193,-30.198586,24.111109,-12.070219,-35.957214,-13.008287,-15.031422,-0.39208096,17.015076,19.349009,-10.561892,3.4198487,-0.49919993,-4.201726,-14.674527,-1.8377364,2.9208865,-15.744089,-0.20704055,-9.787106,-8.287478,26.958933,17.672432,5.777118,-7.103868,-1.7605622,13.404672,-26.962568,-3.1351166,-20.883755,-15.228735,-5.146535,6.5311728,10.305823,9.026465,-15.632149,9.674673,15.143443,9.346902,4.1154895,19.166412,-12.163868,-20.5624,-13.204624,5.5255218,2.5059526,4.210946,-2.2130172,7.443388,4.633463,-34.6777
-10.004788,23.678211,-16.883944,16.531414,-4.1083164,-8.155491,13.218449,2.123964,-9.805861,15.844184,-15.721424,5.6449103,2.2018638,-14.247137,-5.299504,-11.4898815,-2.4409266,6.881356,15.314185,-1.6019489,-13.112611,-3.2067435,2.112198,-25.306562,-2.096406,-0.26659974,-31.918432,7.7634563,-7.7925987,16.165628,1.5491176,-12.385233,-4.6138387,-2.1064463,-17.555367,0.8276894,-5.8692718,10.515175,-16.702545,-4.622972,11.455515,-1.3727895,24.827503,-17.81895,-13.889523,23.34692,-3.21988,11.044848,19.46121,-2.0002499,-60.7288
16.935656,-5.34805,-5.1429834,-6.8593454,-14.888874,27.569942,11.819527,-0.6054083,-1.822802,12.182086,-3.49743,-10.137695,6.903851,19.925562,19.777746,-7.2994866,3.4562044,-12.394073,-14.066773,18.968716,4.9571066,-29.857262,-5.687921,13.684983,-4.445505,-9.154099,-6.2981706,-11.264945,11.702219,2.6486375,15.33389,-11.39905,-8.459743,-1.4372965,14.707687,5.2326345,-1.9785821,10.385226,-4.947997,-4.5546646,14.277992,-39.51513,-4.5543637,-3.2973804,9.176371,15.884001,-10.595151,-16.769957,16.760792,0.8206782,-30.8955
-27.596632,-15.069677,0.28594834,-15.536166,-8.730128,3.7399538,6.6457324,-4.47048,22.099432,-9.649064,-24.248018,-11.438901,4.482948,-3.6100442,24.667183,-2.494109,-13.699636,0.16108035,-17.438416,-4.958863,3.8059506,-2.330781,-22.60078,-6.9455113,10.727847,-6.7060657,-4.400429,-8.823911,-4.4491806,27.82549,17.915628,-3.4841635,-6.6125984,-10.317816,-4.9064226,-28.938509,13.430782,-5.1309886,-4.7708287,-12.131363,4.520226,-9.033598,-9.759362,4.826934,-3.4069111,-7.5503416,8.20875,17.725601,6.757475,-15.850889,-0.957832
7.7069364,-20.522799,11.815993,2.9770594,2.7088323,24.895115,21.40128,-10.539056,27.365467,1.0576701,-0.38500172,30.871168,3.4492357,-2.1299589,5.9314013,-25.745237,10.507759,-4.235344,-6.5108476,2.631827,-6.10356,0.40056512,11.322993,-17.876036,14.166448,-25.781555,-0.22816072,1.2786506,3.2755558,-5.067145,1.7034467,10.564438,-3.3908336,-7.302018,17.513931,-6.971146,3.805303,3.9573646,1.3871795,-1.2475824,-7.656437,-7.48092,-11.271907,7.651057,18.739517,-27.551424,14.206756,1.5904363,-10.887235,9.007378,-71.0915
-14.133948,-3.0243058,3.2001143,-9.451513,27.686071,15.023031,-23.87672,-16.702953,-11.221094,0.8778704,10.75564,-12.900245,11.512497,-3.032614,10.011835,6.063284,2.2013195,-3.997023,4.2006645,-5.114652,22.827145,21.211353,-9.51767,7.2802596,-31.871544,17.590733,13.464664,-10.646482,9.420684,-14.900841,-15.120957,-11.069114,1.9244854,-14.13202,15.28793,13.530889,-5.5812745,8.917339,1.0952128,9.343812,-5.0314846,6.88892,-1.651005,-18.552267,2.5855324,-0.110977426,2.4807756,6.0191526,-15.784326,8.098068,-13.6603
8.765944,18.098387,13.547479,-7.1138635,1.4866633,0.6908216,-12.816645,-4.450597,-31.602919,7.4996524,-8.77617,-18.051414,8.279601,-17.809673,1.9280232,-7.05502,-7.09692,0.11847281,17.154385,-6.564481,-3.4150236,5.690797,0.7602302,-7.0720296,13.955838,5.5918865,1.8924713,8.128576,-5.708651,15.636357,2.4423134,-3.7693458,-12.713703,-31.672844,19.01358,-9.20532,-17.906498,-2.5963058,5.9169073,11.49597,-7.601563,18.841675,7.755043,-11.455668,9.691581,-10.26383,12.847721,8.561937,-9.8877325,-12.410633,0.871517
